Sample,Sample_Date,Product,Test,Result,UOM,Plant
9015,11/20/2023,Meal 1,Fat,14.03,%,Plant 1
9015,11/20/2023,Meal 1,Moisture,4.13,%,Plant 1
9015,11/20/2023,Meal 1,Protein,67.93,%,Plant 1
9016,11/20/2023,Meal 1,Ash,12.26,%,Plant 1
9016,11/20/2023,Meal 1,Fat,12.94,%,Plant 1
9016,11/20/2023,Meal 1,Moisture,4.32,%,Plant 1
9016,11/20/2023,Meal 1,Protein,67.84,%,Plant 1
9020,11/20/2023,Meal 1,Ash,12.09,%,Plant 4
9020,11/20/2023,Meal 1,Fat,13.39,%,Plant 4
9020,11/20/2023,Meal 1,Moisture,4.22,%,Plant 4
9020,11/20/2023,Meal 1,Protein,67.63,%,Plant 4
9021,11/20/2023,Meal 1,Ash,11.48,%,Plant 4
9021,11/20/2023,Meal 1,Fat,13.93,%,Plant 4
9021,11/20/2023,Meal 1,Moisture,4.15,%,Plant 4
9021,11/20/2023,Meal 1,Protein,67.85,%,Plant 4
9022,11/20/2023,Meal 1,Ash,11.73,%,Plant 4
9022,11/20/2023,Meal 1,Fat,13.57,%,Plant 4
9022,11/20/2023,Meal 1,Moisture,4.2,%,Plant 4
9022,11/20/2023,Meal 1,Protein,67.59,%,Plant 4
9023,11/20/2023,Meal 1,Ash,11.88,%,Plant 4
9023,11/20/2023,Meal 1,Fat,13.93,%,Plant 4
9023,11/20/2023,Meal 1,Moisture,4.22,%,Plant 4
9023,11/20/2023,Meal 1,Protein,66.76,%,Plant 4
9030,11/20/2023,Meal 1,Ash,11.45,%,Plant 1
9030,11/20/2023,Meal 1,Fat,13.59,%,Plant 1
9030,11/20/2023,Meal 1,Moisture,3.99,%,Plant 1
9030,11/20/2023,Meal 1,Protein,66.57,%,Plant 1
9031,11/20/2023,Meal 1,Ash,11.18,%,Plant 1
9031,11/20/2023,Meal 1,Fat,12.41,%,Plant 1
9031,11/20/2023,Meal 1,Moisture,3.3,%,Plant 1
9031,11/20/2023,Meal 1,Protein,67.99,%,Plant 1
9032,11/20/2023,Meal 1,Ash,10.96,%,Plant 1
9032,11/20/2023,Meal 1,Fat,12.77,%,Plant 1
9032,11/20/2023,Meal 1,Moisture,3.74,%,Plant 1
9032,11/20/2023,Meal 1,Protein,68.59,%,Plant 1
9033,11/20/2023,Meal 1,Ash,12.58,%,Plant 1
9033,11/20/2023,Meal 1,Fat,11.26,%,Plant 1
9033,11/20/2023,Meal 1,Moisture,3.48,%,Plant 1
9033,11/20/2023,Meal 1,Protein,67.83,%,Plant 1
9034,11/20/2023,Meal 1,Ash,11.65,%,Plant 1
9034,11/20/2023,Meal 1,Fat,13.17,%,Plant 1
9034,11/20/2023,Meal 1,Moisture,3.23,%,Plant 1
9034,11/20/2023,Meal 1,Protein,69.97,%,Plant 1
9047,11/20/2023,Meal 1,Ash,11.46,%,Plant 1
9047,11/20/2023,Meal 1,Fat,14.01,%,Plant 1
9047,11/20/2023,Meal 1,Moisture,3.8,%,Plant 1
9047,11/20/2023,Meal 1,Protein,66.19,%,Plant 1
9047,11/20/2023,Meal 1,Peroxide,3.32,MEQ/kg,Plant 1
9048,11/20/2023,Meal 1,Ash,11.83,%,Plant 1
9048,11/20/2023,Meal 1,Fat,13.54,%,Plant 1
9048,11/20/2023,Meal 1,Moisture,3.86,%,Plant 1
9048,11/20/2023,Meal 1,Protein,67.89,%,Plant 1
9048,11/20/2023,Meal 1,Peroxide,3.59,MEQ/kg,Plant 1
9051,11/20/2023,Meal 1,Ash,10.91,%,Plant 6
9051,11/20/2023,Meal 1,Fat,12.43,%,Plant 6
9051,11/20/2023,Meal 1,Moisture,3.65,%,Plant 6
9051,11/20/2023,Meal 1,Protein,71.65,%,Plant 6
9062,11/20/2023,Meal 1,Ash,13.84,%,Plant 5
9062,11/20/2023,Meal 1,Fat,11.74,%,Plant 5
9062,11/20/2023,Meal 1,Moisture,4.04,%,Plant 5
9062,11/20/2023,Meal 1,Protein,66.22,%,Plant 5
9063,11/20/2023,Meal 1,Ash,13.48,%,Plant 5
9063,11/20/2023,Meal 1,Fat,11.74,%,Plant 5
9063,11/20/2023,Meal 1,Moisture,4.4,%,Plant 5
9063,11/20/2023,Meal 1,Protein,68.54,%,Plant 5
9133,11/20/2023,Meal 1,Fat,14.9,%,Plant 4
9133,11/20/2023,Meal 1,Ash,10.87,%,Plant 4
9133,11/20/2023,Meal 1,Protein,66.07,%,Plant 4
9133,11/20/2023,Meal 1,Protein,65.59,%,Plant 4
9133,11/20/2023,Meal 1,Moisture,4.52,%,Plant 4
9155,11/20/2023,Meal 1,Ash,11.82,%,Plant 3
9155,11/20/2023,Meal 1,Fat,12.16,%,Plant 3
9155,11/20/2023,Meal 1,Moisture,4.18,%,Plant 3
9155,11/20/2023,Meal 1,Protein,69.83,%,Plant 3
9156,11/20/2023,Meal 1,Ash,11.84,%,Plant 3
9156,11/20/2023,Meal 1,Fat,12.71,%,Plant 3
9156,11/20/2023,Meal 1,Moisture,4.33,%,Plant 3
9156,11/20/2023,Meal 1,Protein,67.52,%,Plant 3
9157,11/20/2023,Meal 1,Ash,11.95,%,Plant 3
9157,11/20/2023,Meal 1,Fat,13.17,%,Plant 3
9157,11/20/2023,Meal 1,Moisture,4.19,%,Plant 3
9157,11/20/2023,Meal 1,Protein,69.02,%,Plant 3
9344,11/20/2023,Meal 1,Fat,11.17,%,Plant 1
2232,11/21/2023,Meal 2,Ash,13.65,%,Plant 2
2232,11/21/2023,Meal 2,Fat,12.32,%,Plant 2
2232,11/21/2023,Meal 2,Moisture,3.93,%,Plant 2
2232,11/21/2023,Meal 2,Protein,70.37,%,Plant 2
2232,11/21/2023,Meal 2,Protein,72.03,%,Plant 2
2232,11/21/2023,Meal 2,Protein,68.09,%,Plant 2
2233,11/21/2023,Meal 2,Ash,12.26,%,Plant 2
2233,11/21/2023,Meal 2,Fat,13.82,%,Plant 2
2233,11/21/2023,Meal 2,Moisture,3.23,%,Plant 2
2233,11/21/2023,Meal 2,Protein,68.66,%,Plant 2
2233,11/21/2023,Meal 2,Protein,70.16,%,Plant 2
2233,11/21/2023,Meal 2,Protein,68.96,%,Plant 2
2234,11/21/2023,Meal 2,Ash,12.52,%,Plant 2
2234,11/21/2023,Meal 2,Fat,13.95,%,Plant 2
2234,11/21/2023,Meal 2,Moisture,3.64,%,Plant 2
2234,11/21/2023,Meal 2,Protein,68.5,%,Plant 2
2234,11/21/2023,Meal 2,Protein,68.59,%,Plant 2
2234,11/21/2023,Meal 2,Protein,68.88,%,Plant 2
2235,11/21/2023,Meal 2,Ash,12.68,%,Plant 2
2235,11/21/2023,Meal 2,Fat,13.54,%,Plant 2
2235,11/21/2023,Meal 2,Moisture,4.32,%,Plant 2
2235,11/21/2023,Meal 2,Protein,67.41,%,Plant 2
2235,11/21/2023,Meal 2,Protein,68.03,%,Plant 2
2235,11/21/2023,Meal 2,Protein,67.33,%,Plant 2
2236,11/21/2023,Meal 2,Ash,12.93,%,Plant 2
2236,11/21/2023,Meal 2,Fat,13.63,%,Plant 2
2236,11/21/2023,Meal 2,Moisture,3.91,%,Plant 2
2236,11/21/2023,Meal 2,Protein,67.59,%,Plant 2
2236,11/21/2023,Meal 2,Protein,68.72,%,Plant 2
2236,11/21/2023,Meal 2,Protein,67.1,%,Plant 2
2237,11/21/2023,Meal 2,Ash,12.37,%,Plant 2
2237,11/21/2023,Meal 2,Fat,13.55,%,Plant 2
2237,11/21/2023,Meal 2,Moisture,3.82,%,Plant 2
2237,11/21/2023,Meal 2,Protein,69.03,%,Plant 2
2237,11/21/2023,Meal 2,Protein,69.51,%,Plant 2
2237,11/21/2023,Meal 2,Protein,68.73,%,Plant 2
2238,11/21/2023,Meal 1,Ash,12.32,%,Plant 2
2238,11/21/2023,Meal 1,Fat,13.53,%,Plant 2
2238,11/21/2023,Meal 1,Moisture,3.62,%,Plant 2
2238,11/21/2023,Meal 1,Protein,66.71,%,Plant 2
9005,11/21/2023,Meal 1,Protein,67.6,%,Plant 1
9005,11/21/2023,Meal 1,Ash,10.93,%,Plant 1
9005,11/21/2023,Meal 1,Fat,12.51,%,Plant 1
9005,11/21/2023,Meal 1,Moisture,4.39,%,Plant 1
9006,11/21/2023,Meal 1,Ash,10.92,%,Plant 1
9006,11/21/2023,Meal 1,Fat,12.69,%,Plant 1
9006,11/21/2023,Meal 1,Moisture,4.79,%,Plant 1
9006,11/21/2023,Meal 1,Protein,68.31,%,Plant 1
9013,11/21/2023,Meal 1,Ash,11.2,%,Plant 1
9013,11/21/2023,Meal 1,Fat,13.56,%,Plant 1
9013,11/21/2023,Meal 1,Moisture,4.04,%,Plant 1
9013,11/21/2023,Meal 1,Protein,67.34,%,Plant 1
9014,11/21/2023,Meal 1,Ash,10.78,%,Plant 1
9014,11/21/2023,Meal 1,Fat,13.14,%,Plant 1
9014,11/21/2023,Meal 1,Moisture,3.83,%,Plant 1
9014,11/21/2023,Meal 1,Protein,69.59,%,Plant 1
9017,11/21/2023,Meal 1,Ash,12.61,%,Plant 1
9017,11/21/2023,Meal 1,Fat,13.32,%,Plant 1
9017,11/21/2023,Meal 1,Moisture,4.27,%,Plant 1
9017,11/21/2023,Meal 1,Protein,67.54,%,Plant 1
9018,11/21/2023,Meal 1,Ash,11,%,Plant 1
9018,11/21/2023,Meal 1,Fat,13.51,%,Plant 1
9018,11/21/2023,Meal 1,Moisture,3.91,%,Plant 1
9018,11/21/2023,Meal 1,Protein,67.14,%,Plant 1
9019,11/21/2023,Meal 1,Ash,11.33,%,Plant 1
9019,11/21/2023,Meal 1,Fat,14.06,%,Plant 1
9019,11/21/2023,Meal 1,Moisture,2.55,%,Plant 1
9019,11/21/2023,Meal 1,Protein,67.06,%,Plant 1
9024,11/21/2023,Meal 1,Ash,11.94,%,Plant 4
9024,11/21/2023,Meal 1,Fat,14.06,%,Plant 4
9024,11/21/2023,Meal 1,Moisture,4.26,%,Plant 4
9024,11/21/2023,Meal 1,Protein,66.52,%,Plant 4
9025,11/21/2023,Meal 1,Ash,11.91,%,Plant 4
9025,11/21/2023,Meal 1,Fat,13.75,%,Plant 4
9025,11/21/2023,Meal 1,Moisture,4.2,%,Plant 4
9025,11/21/2023,Meal 1,Protein,65.67,%,Plant 4
9026,11/21/2023,Meal 1,Ash,12.22,%,Plant 4
9026,11/21/2023,Meal 1,Fat,13.92,%,Plant 4
9026,11/21/2023,Meal 1,Moisture,4.26,%,Plant 4
9026,11/21/2023,Meal 1,Protein,65.83,%,Plant 4
9027,11/21/2023,Meal 1,Ash,12.07,%,Plant 4
9027,11/21/2023,Meal 1,Fat,13.81,%,Plant 4
9027,11/21/2023,Meal 1,Moisture,4.31,%,Plant 4
9027,11/21/2023,Meal 1,Protein,67.84,%,Plant 4
9035,11/21/2023,Meal 1,Ash,10.76,%,Plant 1
9035,11/21/2023,Meal 1,Fat,14.44,%,Plant 1
9035,11/21/2023,Meal 1,Moisture,4.8,%,Plant 1
9035,11/21/2023,Meal 1,Protein,66.56,%,Plant 1
9036,11/21/2023,Meal 1,Ash,11.31,%,Plant 1
9036,11/21/2023,Meal 1,Fat,13.34,%,Plant 1
9036,11/21/2023,Meal 1,Moisture,3.49,%,Plant 1
9036,11/21/2023,Meal 1,Protein,66.91,%,Plant 1
9037,11/21/2023,Meal 1,Ash,11,%,Plant 1
9037,11/21/2023,Meal 1,Fat,13.76,%,Plant 1
9037,11/21/2023,Meal 1,Moisture,4.4,%,Plant 1
9037,11/21/2023,Meal 1,Protein,66.09,%,Plant 1
9038,11/21/2023,Meal 1,Ash,10.74,%,Plant 1
9038,11/21/2023,Meal 1,Fat,13.88,%,Plant 1
9038,11/21/2023,Meal 1,Moisture,3.44,%,Plant 1
9038,11/21/2023,Meal 1,Protein,67.96,%,Plant 1
9039,11/21/2023,Meal 1,Ash,10.41,%,Plant 1
9039,11/21/2023,Meal 1,Fat,13.92,%,Plant 1
9039,11/21/2023,Meal 1,Moisture,5.65,%,Plant 1
9039,11/21/2023,Meal 1,Protein,66.33,%,Plant 1
9052,11/21/2023,Meal 1,Ash,12.51,%,Plant 6
9052,11/21/2023,Meal 1,Fat,11.47,%,Plant 6
9052,11/21/2023,Meal 1,Moisture,3.96,%,Plant 6
9052,11/21/2023,Meal 1,Protein,70.29,%,Plant 6
9064,11/21/2023,Meal 1,Ash,13.33,%,Plant 5
9064,11/21/2023,Meal 1,Fat,11.17,%,Plant 5
9064,11/21/2023,Meal 1,Moisture,4.17,%,Plant 5
9064,11/21/2023,Meal 1,Protein,68.89,%,Plant 5
9065,11/21/2023,Meal 1,Ash,13.05,%,Plant 5
9065,11/21/2023,Meal 1,Fat,11.47,%,Plant 5
9065,11/21/2023,Meal 1,Moisture,4.23,%,Plant 5
9065,11/21/2023,Meal 1,Protein,68.6,%,Plant 5
9134,11/21/2023,Meal 1,Fat,14.61,%,Plant 4
9134,11/21/2023,Meal 1,Ash,10.25,%,Plant 4
9134,11/21/2023,Meal 1,Protein,67.6,%,Plant 4
9134,11/21/2023,Meal 1,Moisture,4.97,%,Plant 4
9135,11/21/2023,Meal 1,Fat,13.9,%,Plant 4
9135,11/21/2023,Meal 1,Ash,10.93,%,Plant 4
9135,11/21/2023,Meal 1,Protein,67.22,%,Plant 4
9135,11/21/2023,Meal 1,Moisture,4.84,%,Plant 4
9135,11/21/2023,Meal 1,Peroxide,3.1,MEQ/kg,Plant 4
9158,11/21/2023,Meal 1,Ash,13,%,Plant 3
9158,11/21/2023,Meal 1,Fat,12.02,%,Plant 3
9158,11/21/2023,Meal 1,Moisture,3.3,%,Plant 3
9158,11/21/2023,Meal 1,Protein,69.96,%,Plant 3
9159,11/21/2023,Meal 1,Ash,11.99,%,Plant 3
9159,11/21/2023,Meal 1,Fat,14.84,%,Plant 3
9159,11/21/2023,Meal 1,Moisture,3.46,%,Plant 3
9159,11/21/2023,Meal 1,Protein,66.27,%,Plant 3
9159,11/21/2023,Meal 1,Fat,13.82,%,Plant 3
9160,11/21/2023,Meal 1,Ash,11.9,%,Plant 3
9160,11/21/2023,Meal 1,Fat,11.23,%,Plant 3
9160,11/21/2023,Meal 1,Moisture,4.02,%,Plant 3
9160,11/21/2023,Meal 1,Protein,69.1,%,Plant 3
2239,11/22/2023,Meal 2,Ash,11.83,%,Plant 2
2239,11/22/2023,Meal 2,Fat,13.4,%,Plant 2
2239,11/22/2023,Meal 2,Moisture,4.02,%,Plant 2
2239,11/22/2023,Meal 2,Protein,68.59,%,Plant 2
2239,11/22/2023,Meal 2,Protein,68.95,%,Plant 2
2240,11/22/2023,Meal 2,Ash,10.72,%,Plant 2
2240,11/22/2023,Meal 2,Fat,13,%,Plant 2
2240,11/22/2023,Meal 2,Moisture,3.51,%,Plant 2
2240,11/22/2023,Meal 2,Protein,72.1,%,Plant 2
2240,11/22/2023,Meal 2,Protein,67.97,%,Plant 2
2240,11/22/2023,Meal 2,Protein,70.22,%,Plant 2
2241,11/22/2023,Meal 2,Ash,11.24,%,Plant 2
2241,11/22/2023,Meal 2,Fat,13.22,%,Plant 2
2241,11/22/2023,Meal 2,Moisture,3.78,%,Plant 2
2241,11/22/2023,Meal 2,Protein,70.45,%,Plant 2
2241,11/22/2023,Meal 2,Protein,69.06,%,Plant 2
2241,11/22/2023,Meal 2,Protein,70.67,%,Plant 2
2242,11/22/2023,Meal 2,Ash,11.13,%,Plant 2
2242,11/22/2023,Meal 2,Fat,13.64,%,Plant 2
2242,11/22/2023,Meal 2,Moisture,3.87,%,Plant 2
2242,11/22/2023,Meal 2,Protein,66.25,%,Plant 2
2242,11/22/2023,Meal 2,Protein,66.81,%,Plant 2
2242,11/22/2023,Meal 2,Protein,67.61,%,Plant 2
2243,11/22/2023,Meal 2,Ash,11.66,%,Plant 2
2243,11/22/2023,Meal 2,Fat,13.14,%,Plant 2
2243,11/22/2023,Meal 2,Moisture,4.23,%,Plant 2
2243,11/22/2023,Meal 2,Protein,68.74,%,Plant 2
2243,11/22/2023,Meal 2,Protein,69.31,%,Plant 2
2243,11/22/2023,Meal 2,Protein,69.01,%,Plant 2
2244,11/22/2023,Meal 2,Ash,11.25,%,Plant 2
2244,11/22/2023,Meal 2,Fat,12.94,%,Plant 2
2244,11/22/2023,Meal 2,Moisture,3.74,%,Plant 2
2244,11/22/2023,Meal 2,Protein,68.11,%,Plant 2
2244,11/22/2023,Meal 2,Protein,70.03,%,Plant 2
2244,11/22/2023,Meal 2,Protein,69.92,%,Plant 2
2249,11/22/2023,Meal 1,Ash,11.33,%,Plant 2
2249,11/22/2023,Meal 1,Fat,13.12,%,Plant 2
2249,11/22/2023,Meal 1,Moisture,3.72,%,Plant 2
2249,11/22/2023,Meal 1,Protein,69.3,%,Plant 2
9007,11/22/2023,Meal 1,Ash,11.81,%,Plant 1
9007,11/22/2023,Meal 1,Fat,12.4,%,Plant 1
9007,11/22/2023,Meal 1,Moisture,3.83,%,Plant 1
9007,11/22/2023,Meal 1,Protein,71.58,%,Plant 1
9008,11/22/2023,Meal 1,Ash,10.83,%,Plant 1
9008,11/22/2023,Meal 1,Fat,12.39,%,Plant 1
9008,11/22/2023,Meal 1,Moisture,3.55,%,Plant 1
9008,11/22/2023,Meal 1,Protein,69.28,%,Plant 1
9009,11/22/2023,Meal 1,Fat,11.91,%,Plant 1
9009,11/22/2023,Meal 1,Ash,11.51,%,Plant 1
9009,11/22/2023,Meal 1,Fat,11.43,%,Plant 1
9009,11/22/2023,Meal 1,Moisture,3.53,%,Plant 1
9009,11/22/2023,Meal 1,Protein,70.08,%,Plant 1
9028,11/22/2023,Meal 1,Ash,11.82,%,Plant 4
9028,11/22/2023,Meal 1,Fat,13.63,%,Plant 4
9028,11/22/2023,Meal 1,Moisture,4.2,%,Plant 4
9028,11/22/2023,Meal 1,Protein,67.53,%,Plant 4
9029,11/22/2023,Meal 1,Ash,12.42,%,Plant 4
9029,11/22/2023,Meal 1,Fat,13.71,%,Plant 4
9029,11/22/2023,Meal 1,Moisture,4.05,%,Plant 4
9029,11/22/2023,Meal 1,Protein,67.96,%,Plant 4
9040,11/22/2023,Meal 1,Ash,11.19,%,Plant 1
9040,11/22/2023,Meal 1,Fat,11.64,%,Plant 1
9040,11/22/2023,Meal 1,Moisture,3.69,%,Plant 1
9040,11/22/2023,Meal 1,Protein,69.76,%,Plant 1
9041,11/22/2023,Meal 1,Ash,11.3,%,Plant 1
9041,11/22/2023,Meal 1,Fat,12.46,%,Plant 1
9041,11/22/2023,Meal 1,Moisture,3.82,%,Plant 1
9041,11/22/2023,Meal 1,Protein,67.38,%,Plant 1
9042,11/22/2023,Meal 1,Ash,11.03,%,Plant 1
9042,11/22/2023,Meal 1,Fat,12.47,%,Plant 1
9042,11/22/2023,Meal 1,Moisture,3.89,%,Plant 1
9042,11/22/2023,Meal 1,Protein,67.87,%,Plant 1
9042,11/22/2023,Meal 1,Protein,67.17,%,Plant 1
9043,11/22/2023,Meal 1,Ash,11.08,%,Plant 1
9043,11/22/2023,Meal 1,Fat,12.65,%,Plant 1
9043,11/22/2023,Meal 1,Moisture,3.6,%,Plant 1
9043,11/22/2023,Meal 1,Protein,70.06,%,Plant 1
9044,11/22/2023,Meal 1,Ash,10.87,%,Plant 1
9044,11/22/2023,Meal 1,Fat,12.14,%,Plant 1
9044,11/22/2023,Meal 1,Moisture,3.49,%,Plant 1
9044,11/22/2023,Meal 1,Protein,71.14,%,Plant 1
9049,11/22/2023,Meal 1,Ash,11.35,%,Plant 1
9049,11/22/2023,Meal 1,Fat,12.31,%,Plant 1
9049,11/22/2023,Meal 1,Moisture,4.37,%,Plant 1
9049,11/22/2023,Meal 1,Protein,68.68,%,Plant 1
9049,11/22/2023,Meal 1,Peroxide,2.39,MEQ/kg,Plant 1
9050,11/22/2023,Meal 1,Ash,11.36,%,Plant 1
9050,11/22/2023,Meal 1,Fat,11.44,%,Plant 1
9050,11/22/2023,Meal 1,Moisture,3.08,%,Plant 1
9050,11/22/2023,Meal 1,Protein,71.84,%,Plant 1
9053,11/22/2023,Meal 1,Ash,14.51,%,Plant 6
9053,11/22/2023,Meal 1,Fat,9.86,%,Plant 6
9053,11/22/2023,Meal 1,Fat,10.62,%,Plant 6
9053,11/22/2023,Meal 1,Moisture,3.75,%,Plant 6
9053,11/22/2023,Meal 1,Protein,69.46,%,Plant 6
9124,11/22/2023,Meal 1,Ash,13.02,%,Plant 3
9124,11/22/2023,Meal 1,Peroxide,0.73,MEQ/kg,Plant 3
9124,11/22/2023,Meal 1,Fat,11.73,%,Plant 3
9124,11/22/2023,Meal 1,Moisture,4.32,%,Plant 3
9124,11/22/2023,Meal 1,Protein,68.48,%,Plant 3
9136,11/22/2023,Meal 1,Fat,14.13,%,Plant 4
9136,11/22/2023,Meal 1,Ash,11.87,%,Plant 4
9136,11/22/2023,Meal 1,Protein,67.55,%,Plant 4
9136,11/22/2023,Meal 1,Moisture,5.32,%,Plant 4
9136,11/22/2023,Meal 1,Peroxide,4,MEQ/kg,Plant 4
9137,11/22/2023,Meal 1,Fat,13.82,%,Plant 4
9137,11/22/2023,Meal 1,Ash,12.73,%,Plant 4
9137,11/22/2023,Meal 1,Protein,66.11,%,Plant 4
9137,11/22/2023,Meal 1,Moisture,4.71,%,Plant 4
9137,11/22/2023,Meal 1,Peroxide,4.21,MEQ/kg,Plant 4
9161,11/22/2023,Meal 1,Ash,11.98,%,Plant 3
9161,11/22/2023,Meal 1,Fat,11.81,%,Plant 3
9161,11/22/2023,Meal 1,Moisture,3.57,%,Plant 3
9161,11/22/2023,Meal 1,Protein,68.88,%,Plant 3
9162,11/22/2023,Meal 1,Ash,11.95,%,Plant 3
9162,11/22/2023,Meal 1,Fat,12.26,%,Plant 3
9162,11/22/2023,Meal 1,Moisture,3.68,%,Plant 3
9162,11/22/2023,Meal 1,Protein,66.83,%,Plant 3
9163,11/22/2023,Meal 1,Ash,12.21,%,Plant 3
9163,11/22/2023,Meal 1,Fat,12.06,%,Plant 3
9163,11/22/2023,Meal 1,Moisture,4.02,%,Plant 3
9163,11/22/2023,Meal 1,Protein,68.99,%,Plant 3
9066,11/23/2023,Meal 1,Ash,13.33,%,Plant 5
9066,11/23/2023,Meal 1,Fat,11.42,%,Plant 5
9066,11/23/2023,Meal 1,Moisture,4.26,%,Plant 5
9066,11/23/2023,Meal 1,Protein,70.67,%,Plant 5
9126,11/23/2023,Meal 1,Ash,12.08,%,Plant 3
9126,11/23/2023,Meal 1,Peroxide,1.41,MEQ/kg,Plant 3
9126,11/23/2023,Meal 1,Moisture,5.09,%,Plant 3
9126,11/23/2023,Meal 1,Protein,67.58,%,Plant 3
9126,11/23/2023,Meal 1,Fat,12.22,%,Plant 3
9164,11/23/2023,Meal 1,Ash,11.9,%,Plant 3
9164,11/23/2023,Meal 1,Fat,11.64,%,Plant 3
9164,11/23/2023,Meal 1,Moisture,3.81,%,Plant 3
9164,11/23/2023,Meal 1,Protein,68.82,%,Plant 3
9165,11/23/2023,Meal 1,Ash,12.35,%,Plant 3
9165,11/23/2023,Meal 1,Fat,11.09,%,Plant 3
9165,11/23/2023,Meal 1,Moisture,3.86,%,Plant 3
9165,11/23/2023,Meal 1,Protein,69.52,%,Plant 3
2245,11/24/2023,Meal 2,Ash,12.24,%,Plant 2
2245,11/24/2023,Meal 2,Fat,12.47,%,Plant 2
2245,11/24/2023,Meal 2,Moisture,3.53,%,Plant 2
2245,11/24/2023,Meal 2,Protein,67.41,%,Plant 2
2245,11/24/2023,Meal 2,Protein,69.86,%,Plant 2
2245,11/24/2023,Meal 2,Protein,69.06,%,Plant 2
2246,11/24/2023,Meal 2,Ash,10.59,%,Plant 2
2246,11/24/2023,Meal 2,Fat,13.21,%,Plant 2
2246,11/24/2023,Meal 2,Moisture,3.71,%,Plant 2
2246,11/24/2023,Meal 2,Protein,71.58,%,Plant 2
2246,11/24/2023,Meal 2,Protein,71.96,%,Plant 2
2246,11/24/2023,Meal 2,Protein,71.34,%,Plant 2
2247,11/24/2023,Meal 2,Ash,12.16,%,Plant 2
2247,11/24/2023,Meal 2,Fat,12.85,%,Plant 2
2247,11/24/2023,Meal 2,Moisture,4.2,%,Plant 2
2247,11/24/2023,Meal 2,Protein,69.21,%,Plant 2
2247,11/24/2023,Meal 2,Protein,70.24,%,Plant 2
2247,11/24/2023,Meal 2,Protein,70.86,%,Plant 2
2248,11/24/2023,Meal 3,Ash,11.24,%,Plant 2
2248,11/24/2023,Meal 3,Ash,10.81,%,Plant 2
2248,11/24/2023,Meal 3,Fat,12.93,%,Plant 2
2248,11/24/2023,Meal 3,Moisture,4.28,%,Plant 2
2248,11/24/2023,Meal 3,Protein,71.59,%,Plant 2
9054,11/24/2023,Meal 1,Ash,13.17,%,Plant 6
9054,11/24/2023,Meal 1,Fat,10.41,%,Plant 6
9054,11/24/2023,Meal 1,Moisture,3.49,%,Plant 6
9054,11/24/2023,Meal 1,Protein,70.88,%,Plant 6
9054,11/24/2023,Meal 1,Fat,10.67,%,Plant 6
9055,11/24/2023,Meal 1,Ash,13.61,%,Plant 6
9055,11/24/2023,Meal 1,Fat,10.86,%,Plant 6
9055,11/24/2023,Meal 1,Moisture,3.63,%,Plant 6
9055,11/24/2023,Meal 1,Protein,70.33,%,Plant 6
9125,11/24/2023,Meal 1,Ash,11.69,%,Plant 3
9125,11/24/2023,Meal 1,Peroxide,1.43,MEQ/kg,Plant 3
9125,11/24/2023,Meal 1,Fat,13.34,%,Plant 3
9125,11/24/2023,Meal 1,Moisture,4.7,%,Plant 3
9125,11/24/2023,Meal 1,Protein,66.69,%,Plant 3
9166,11/24/2023,Meal 1,Ash,11.77,%,Plant 3
9166,11/24/2023,Meal 1,Fat,13.62,%,Plant 3
9166,11/24/2023,Meal 1,Moisture,4.66,%,Plant 3
9166,11/24/2023,Meal 1,Protein,66.66,%,Plant 3
9167,11/24/2023,Meal 1,Ash,11.66,%,Plant 3
9167,11/24/2023,Meal 1,Fat,12,%,Plant 3
9167,11/24/2023,Meal 1,Moisture,4.75,%,Plant 3
9167,11/24/2023,Meal 1,Protein,67.53,%,Plant 3
9168,11/24/2023,Meal 1,Ash,11.83,%,Plant 3
9168,11/24/2023,Meal 1,Fat,12.59,%,Plant 3
9168,11/24/2023,Meal 1,Moisture,3.58,%,Plant 3
9168,11/24/2023,Meal 1,Protein,68.48,%,Plant 3
2250,11/25/2023,Meal 1,Ash,14.41,%,Plant 2
2250,11/25/2023,Meal 1,Fat,12.07,%,Plant 2
2250,11/25/2023,Meal 1,Moisture,4.28,%,Plant 2
2250,11/25/2023,Meal 1,Protein,67.39,%,Plant 2
9127,11/26/2023,Meal 1,Ash,11.34,%,Plant 3
9127,11/26/2023,Meal 1,Fat,16.05,%,Plant 3
9127,11/26/2023,Meal 1,Moisture,5.92,%,Plant 3
9127,11/26/2023,Meal 1,Protein,65.69,%,Plant 3
9127,11/26/2023,Meal 1,Protein,65.61,%,Plant 3
9127,11/26/2023,Meal 1,Fat,16.03,%,Plant 3
9345,11/26/2023,Meal 1,Fat,12.87,%,Plant 1
2251,11/27/2023,Meal 1,Ash,11.68,%,Plant 2
2251,11/27/2023,Meal 1,Fat,14.01,%,Plant 2
2251,11/27/2023,Meal 1,Moisture,4.13,%,Plant 2
2251,11/27/2023,Meal 1,Protein,67.08,%,Plant 2
2252,11/27/2023,Meal 1,Ash,11.75,%,Plant 2
2252,11/27/2023,Meal 1,Fat,13.35,%,Plant 2
2252,11/27/2023,Meal 1,Moisture,4.92,%,Plant 2
2252,11/27/2023,Meal 1,Protein,67.59,%,Plant 2
9111,11/27/2023,Meal 1,Ash,11.72,%,Plant 4
9111,11/27/2023,Meal 1,Fat,13.19,%,Plant 4
9111,11/27/2023,Meal 1,Moisture,4.36,%,Plant 4
