Sample,Sample_Date,Product,Test,Result,UOM,Plant
775,1/5/2023,Meal 2,Fat,12.27,%,Plant 2
775,1/5/2023,Meal 2,Moisture,4.12,%,Plant 2
775,1/5/2023,Meal 2,Protein,68.52,%,Plant 2
776,1/5/2023,Meal 2,Ash,11.5,%,Plant 2
776,1/5/2023,Meal 2,Fat,14.16,%,Plant 2
776,1/5/2023,Meal 2,Moisture,3.82,%,Plant 2
776,1/5/2023,Meal 2,Protein,66.25,%,Plant 2
777,1/5/2023,Meal 2,Ash,11.43,%,Plant 2
777,1/5/2023,Meal 2,Fat,14.17,%,Plant 2
777,1/5/2023,Meal 2,Moisture,3.91,%,Plant 2
777,1/5/2023,Meal 2,Protein,68.36,%,Plant 2
778,1/5/2023,Meal 2,Ash,11.1,%,Plant 2
778,1/5/2023,Meal 2,Fat,14.01,%,Plant 2
778,1/5/2023,Meal 2,Moisture,3.69,%,Plant 2
778,1/5/2023,Meal 2,Protein,68.74,%,Plant 2
4803,1/5/2023,Meal 1,Ash,11.51,%,Plant 1
4803,1/5/2023,Meal 1,Fat,12.45,%,Plant 1
4803,1/5/2023,Meal 1,Moisture,3.87,%,Plant 1
4803,1/5/2023,Meal 1,Protein,68.79,%,Plant 1
4818,1/5/2023,Meal 1,Ash,10.89,%,Plant 1
4818,1/5/2023,Meal 1,Fat,12.14,%,Plant 1
4818,1/5/2023,Meal 1,Moisture,4.36,%,Plant 1
4818,1/5/2023,Meal 1,Protein,70.7,%,Plant 1
4820,1/5/2023,Meal 1,Ash,11.56,%,Plant 1
4820,1/5/2023,Meal 1,Fat,11.48,%,Plant 1
4820,1/5/2023,Meal 1,Moisture,4.03,%,Plant 1
4820,1/5/2023,Meal 1,Protein,70.5,%,Plant 1
4821,1/5/2023,Meal 1,Ash,10.33,%,Plant 1
4821,1/5/2023,Meal 1,Fat,11.49,%,Plant 1
4821,1/5/2023,Meal 1,Moisture,4.15,%,Plant 1
4821,1/5/2023,Meal 1,Protein,68.62,%,Plant 1
4822,1/5/2023,Meal 1,Ash,10.75,%,Plant 1
4822,1/5/2023,Meal 1,Fat,12.4,%,Plant 1
4822,1/5/2023,Meal 1,Moisture,4.17,%,Plant 1
4822,1/5/2023,Meal 1,Protein,68.64,%,Plant 1
4823,1/5/2023,Meal 1,Ash,10.65,%,Plant 1
4823,1/5/2023,Meal 1,Fat,12.73,%,Plant 1
4823,1/5/2023,Meal 1,Moisture,4.19,%,Plant 1
4823,1/5/2023,Meal 1,Protein,69.81,%,Plant 1
4824,1/5/2023,Meal 1,Ash,11.1,%,Plant 1
4824,1/5/2023,Meal 1,Fat,11,%,Plant 1
4824,1/5/2023,Meal 1,Moisture,3.54,%,Plant 1
4824,1/5/2023,Meal 1,Protein,69.63,%,Plant 1
4825,1/5/2023,Meal 1,Ash,11.01,%,Plant 1
4825,1/5/2023,Meal 1,Fat,12.15,%,Plant 1
4825,1/5/2023,Meal 1,Moisture,4.17,%,Plant 1
4825,1/5/2023,Meal 1,Protein,68.94,%,Plant 1
4827,1/5/2023,Meal 1,Ash,10.81,%,Plant 1
4827,1/5/2023,Meal 1,Fat,12.61,%,Plant 1
4827,1/5/2023,Meal 1,Moisture,5.09,%,Plant 1
4827,1/5/2023,Meal 1,Protein,68.08,%,Plant 1
4874,1/5/2023,Meal 1,Ash,11.03,%,Plant 1
4874,1/5/2023,Meal 1,Fat,11.61,%,Plant 1
4874,1/5/2023,Meal 1,Moisture,3.66,%,Plant 1
4874,1/5/2023,Meal 1,Protein,70.19,%,Plant 1
4875,1/5/2023,Meal 1,Ash,10.66,%,Plant 1
4875,1/5/2023,Meal 1,Fat,12.6,%,Plant 1
4875,1/5/2023,Meal 1,Moisture,4.13,%,Plant 1
